Date/Time,B1F_PUBLIC:Zone Mean Air Temperature [C](Hourly),B1F_PUBLIC:Zone Air Heat Balance Surface Convection Rate [W](Hourly),B1F_PUBLIC:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly),B1F_RETAIL:Zone Mean Air Temperature [C](Hourly),B1F_RETAIL:Zone Air Heat Balance Surface Convection Rate [W](Hourly),B1F_RETAIL:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly),B1F_PUBLIC:Zone Air Relative Humidity [%](Hourly),B1F_PUBLIC:Zone Air System Sensible Heating Energy [J](Hourly),B1F_PUBLIC:Zone Air System Sensible Cooling Energy [J](Hourly),B1F_PUBLIC:Zone Air System Sensible Heating Rate [W](Hourly),B1F_PUBLIC:Zone Air System Sensible Cooling Rate [W](Hourly),B1F_RETAIL:Zone Air Relative Humidity [%](Hourly),B1F_RETAIL:Zone Air System Sensible Heating Energy [J](Hourly),B1F_RETAIL:Zone Air System Sensible Cooling Energy [J](Hourly),B1F_RETAIL:Zone Air System Sensible Heating Rate [W](Hourly),B1F_RETAIL:Zone Air System Sensible Cooling Rate [W](Hourly) 
 01/25  02:00:00,17.42724795849648,-595.213999158301,-594.7331132665099,17.80721911579373,-2866.4958958225584,-2856.0842121066626,47.26794366731736,0.0,0.0,0.0,0.0,46.148195311426846,0.0,0.0,0.0,0.0 
 01/25  03:00:00,17.1932101801262,-598.4581711849498,-600.8821760012091,17.55694149803388,-2874.463056097961,-2881.108845748132,47.972863853305135,0.0,0.0,0.0,0.0,46.88239894121887,0.0,0.0,0.0,0.0 
 01/25  04:00:00,16.97831428864321,-484.99325004049575,-504.39122346688987,17.31569489172695,-2630.066770115454,-2677.9418713047207,48.630366535632255,0.0,0.0,0.0,0.0,47.60246167338285,0.0,0.0,0.0,0.0 
 01/25  05:00:00,16.809470671815255,-394.5948245025125,-402.052734485844,17.10392662888595,-2257.7151767483992,-2302.538543826364,49.15409409959262,0.0,0.0,0.0,0.0,48.24474622175214,0.0,0.0,0.0,0.0 
 01/25  06:00:00,16.67141991061856,-314.0873359682754,-323.8130880236428,16.924098629591867,-1890.5789481843663,-1936.7273286066447,49.58702564443441,0.0,0.0,0.0,0.0,48.797805550109274,0.0,0.0,0.0,0.0 
 01/25  07:00:00,16.551460267731173,-319.7579360439677,-314.0544871258097,16.771515055348136,-1674.884665557391,-1688.597517677401,49.96677302046416,0.0,0.0,0.0,0.0,49.27269695291904,0.0,0.0,0.0,0.0 
 01/25  08:00:00,16.42475834334368,-316.6424563395216,-322.2945686095396,16.630190195811316,-1585.108591978309,-1599.585456722622,50.37140739718195,0.0,0.0,0.0,0.0,49.71720960245234,0.0,0.0,0.0,0.0 
 01/25  09:00:00,16.323663680223977,-179.42052613649344,-203.66386477489868,16.503868834051648,-1277.065581215099,-1334.254869601643,50.69680828932367,0.0,0.0,0.0,0.0,50.11830381869248,0.0,0.0,0.0,0.0 
 01/25  10:00:00,16.28933279746404,-0.8664776027727612,-21.87196475937124,16.416619737372216,-717.3425232786167,-793.6968298629643,50.807835847182616,0.0,0.0,0.0,0.0,50.39742155599792,0.0,0.0,0.0,0.0 
 01/25  11:00:00,16.324356727547958,185.75207500948216,160.88305492089899,16.382731116534927,-48.60279340171496,-137.66627899071779,50.69457195880167,0.0,0.0,0.0,0.0,50.50629933868653,0.0,0.0,0.0,0.0 
 01/25  12:00:00,16.433325972301127,364.4614944749528,345.91099894657674,16.409650111240186,662.2612805930198,577.3729513005579,50.34397490943746,0.0,0.0,0.0,0.0,50.41979444673889,0.0,0.0,0.0,0.0 
 01/25  13:00:00,16.59028563497666,420.0164153041917,419.72900206058563,16.49057657713895,1156.7775195944016,1111.6479138066948,49.84361253365469,0.0,0.0,0.0,0.0,50.16070654658359,0.0,0.0,0.0,0.0 
 01/25  14:00:00,16.75103385171023,398.0360129072809,403.0575199014761,16.60152139489493,1367.7237475171992,1353.4160060016652,49.33687048921844,0.0,0.0,0.0,0.0,49.80789298304881,0.0,0.0,0.0,0.0 
 01/25  15:00:00,16.892013630892215,310.9401192958219,326.75398034930106,16.720694629126037,1345.0709377744731,1360.8166829021823,48.8971450147844,0.0,0.0,0.0,0.0,49.431971177662206,0.0,0.0,0.0,0.0 
 01/25  16:00:00,16.976872587694476,101.2808153573562,134.8937617488786,16.825512276512235,1014.2464556931444,1075.5205627580724,48.6345220584583,0.0,0.0,0.0,0.0,49.1039184188741,0.0,0.0,0.0,0.0 
 01/25  17:00:00,16.95494421477975,-222.49171710023023,-180.33156036137555,16.883215129597577,242.1415709645704,361.88799714878104,48.702256693464946,0.0,0.0,0.0,0.0,48.92433035542151,0.0,0.0,0.0,0.0 
 01/25  18:00:00,16.815232715785772,-477.8822061680886,-450.85481811796456,16.860256987089585,-786.1931125674648,-654.3062741793925,49.13621025231137,0.0,0.0,0.0,0.0,48.995703949576296,0.0,0.0,0.0,0.0 
 01/25  19:00:00,16.579430515354133,-743.3682051604525,-707.3785734495029,16.743739484154556,-1934.0031099721916,-1781.6025132101672,49.8785455936516,0.0,0.0,0.0,0.0,49.35977360154588,0.0,0.0,0.0,0.0 
 01/25  20:00:00,16.245709867350016,-939.4300757014153,-926.5387663213249,16.525257816625757,-3068.8445047301493,-2944.763388259942,50.95058774646179,0.0,0.0,0.0,0.0,50.050646694046065,0.0,0.0,0.0,0.0 
 01/25  21:00:00,15.877931274687068,-922.5252447008459,-934.3921705976461,16.22871532598649,-3678.631584814396,-3639.014946303814,52.161530234157766,0.0,0.0,0.0,0.0,51.005547509769976,0.0,0.0,0.0,0.0 
 01/25  22:00:00,15.547039776511696,-767.4401564203571,-791.2514542901143,15.908656673639854,-3629.5055661252386,-3667.5394548628,53.27833456085284,0.0,0.0,0.0,0.0,52.05884837064778,0.0,0.0,0.0,0.0 
 01/25  23:00:00,15.282884560173539,-609.4336003224093,-623.8796563845465,15.613193274441619,-3191.2575104687976,-3252.518241896222,54.18915568098679,0.0,0.0,0.0,0.0,53.05272619908743,0.0,0.0,0.0,0.0 
 01/25  24:00:00,15.051617623618249,-604.0895481371633,-599.953044399368,15.352047015499647,-2918.675839015382,-2937.1939246615534,55.00122526357603,0.0,0.0,0.0,0.0,53.94899495144868,0.0,0.0,0.0,0.0 
 01/26  01:00:00,14.822705422878355,-565.5530791623669,-574.9947707676305,15.107421731639075,-2752.759140881741,-2780.314562126761,55.93232109389334,0.0,0.0,0.0,0.0,54.91588344773194,0.0,0.0,0.0,0.0 
 01/26  02:00:00,14.6153352922915,-511.3892664690577,-517.9103956365445,14.880433625236174,-2534.0118697905664,-2562.758951799519,56.75483140331825,0.0,0.0,0.0,0.0,55.79227494754971,0.0,0.0,0.0,0.0 
 01/26  03:00:00,14.431185988954406,-447.39861889528675,-453.988720894538,14.673989855795291,-2279.474495425482,-2311.9174828865703,57.43438981022629,0.0,0.0,0.0,0.0,56.54023866688085,0.0,0.0,0.0,0.0 
 01/26  04:00:00,14.259002425170795,-450.76216872383907,-450.49321156837993,14.485448489259227,-2147.1336370203207,-2157.357880879957,58.07815960413476,0.0,0.0,0.0,0.0,57.23322072293107,0.0,0.0,0.0,0.0 
 01/26  05:00:00,14.101917625326193,-351.2766325781074,-367.10617713485,14.31035820927212,-1901.2635568797728,-1945.2517255309717,58.67240143944325,0.0,0.0,0.0,0.0,57.885266576829295,0.0,0.0,0.0,0.0 
 01/26  06:00:00,13.973366157554025,-342.2656025510639,-335.844517174788,14.158706622234721,-1688.8570127427845,-1700.0994734030728,59.16387749199364,0.0,0.0,0.0,0.0,58.45676939888473,0.0,0.0,0.0,0.0 
 01/26  07:00:00,13.833502500676198,-379.7526727325428,-377.59251631613427,14.01428557203784,-1706.968205055089,-1700.7302333911489,59.70391005515884,0.0,0.0,0.0,0.0,59.00697730786206,0.0,0.0,0.0,0.0 
 01/26  08:00:00,13.692203539835806,-340.97573710429356,-350.5591283152701,13.869158204716483,-1657.4036463535474,-1674.6715054592164,60.25500771761267,0.0,0.0,0.0,0.0,59.565713223123225,0.0,0.0,0.0,0.0 
 01/26  09:00:00,13.58750187757551,-179.14260662049992,-207.22411296136406,13.740396816019771,-1283.224333748255,-1354.017169741583,60.66694202212665,0.0,0.0,0.0,0.0,60.06633243520616,0.0,0.0,0.0,0.0 
 01/26  10:00:00,13.565963239629681,75.12364671113323,40.888462929499624,13.661976760499115,-496.41554292285014,-612.0395815178296,60.752058045747425,0.0,0.0,0.0,0.0,60.37347557407564,0.0,0.0,0.0,0.0 
 01/26  11:00:00,13.651388904515239,371.3249736888158,334.3522607764206,13.663617982552402,568.071685805173,425.77670547622984,60.415303631138194,0.0,0.0,0.0,0.0,60.36703337995104,0.0,0.0,0.0,0.0 
 01/26  12:00:00,13.84220667714275,610.1304140227769,583.7425136211582,13.758786812349905,1640.2482014863929,1513.217490292171,59.670515186818136,0.0,0.0,0.0,0.0,59.99461622759141,0.0,0.0,0.0,0.0 
 01/26  13:00:00,14.114594803436363,793.3196005871496,775.0880647242374,13.939384282858667,2552.539165159894,2449.8761616866045,58.624997895750106,0.0,0.0,0.0,0.0,59.294904873147274,0.0,0.0,0.0,0.0 
 01/26  14:00:00,14.431297851127315,830.1452969241648,831.7169543409062,14.183810072521512,3089.6458301421967,3045.35382243466,57.434741279858464,0.0,0.0,0.0,0.0,58.36225096165519,0.0,0.0,0.0,0.0 
 01/26  15:00:00,14.748861026849207,809.7713982743646,815.3682263112418,14.458293980020292,3280.3202748410095,3269.794394198011,56.26826204437015,0.0,0.0,0.0,0.0,57.334291018869536,0.0,0.0,0.0,0.0 
 01/26  16:00:00,15.036616722832523,660.9146956396226,685.6641165311074,14.734385939687888,3094.7972939924666,3139.550015255478,55.233893727133584,0.0,0.0,0.0,0.0,56.32056735462423,0.0,0.0,0.0,0.0 
 01/26  17:00:00,15.252789687549784,447.0282801255445,478.2169737329429,14.97894445221593,2558.9013351895665,2641.900643469952,54.47076196380574,0.0,0.0,0.0,0.0,55.43924611813901,0.0,0.0,0.0,0.0 
 01/26  18:00:00,15.357746837040121,70.01097856346439,124.70907578976882,15.1591583053272,1546.2627390684147,1702.772632930391,54.10439500828613,0.0,0.0,0.0,0.0,54.79956332051916,0.0,0.0,0.0,0.0 
 01/26  19:00:00,15.307110589734764,-313.28717923675583,-272.479834391523,15.232607845398794,138.84972202907977,320.25917434021005,54.28080061815369,0.0,0.0,0.0,0.0,54.541176072673196,0.0,0.0,0.0,0.0 
 01/26  20:00:00,15.147033341254296,-475.0393653708827,-467.0881319576,15.190816512315667,-1024.065020886064,-908.1146032408335,54.84247963672548,0.0,0.0,0.0,0.0,54.6880012398116,0.0,0.0,0.0,0.0 
 01/26  21:00:00,14.950522477398515,-539.6229077123799,-532.8043037000386,15.07041501742861,-1724.380846593311,-1654.3068554455874,55.54079654960325,0.0,0.0,0.0,0.0,55.11341489768532,0.0,0.0,0.0,0.0 
 01/26  22:00:00,14.740938395265061,-535.1957418457223,-539.2554282108744,14.904951875297442,-2073.6996003539816,-2048.623561069149,56.29646841474588,0.0,0.0,0.0,0.0,55.70401456834047,0.0,0.0,0.0,0.0 
 01/26  23:00:00,14.537328214866488,-522.5317560064709,-524.1240693431589,14.720983492518387,-2195.498361912273,-2187.285211975558,57.04165014499853,0.0,0.0,0.0,0.0,56.36894447614474,0.0,0.0,0.0,0.0 
 01/26  24:00:00,14.34368400381019,-477.97082271575664,-484.9264905040368,14.533013627491904,-2165.335850075443,-2177.6623497613223,57.76058272899844,0.0,0.0,0.0,0.0,57.05749632013103,0.0,0.0,0.0,0.0 
 01/27  01:00:00,14.164821553755655,-462.6351958113678,-461.17621418320596,14.351326674199909,-2091.258539427574,-2096.909193757194,58.494917438781904,0.0,0.0,0.0,0.0,57.7924612607811,0.0,0.0,0.0,0.0 
 01/27  02:00:00,13.980825431721135,-496.2319868403881,-492.6077962126874,14.17123160978401,-2141.6517084118123,-2131.1204291547597,59.23439975202932,0.0,0.0,0.0,0.0,58.50720384320608,0.0,0.0,0.0,0.0 
 01/27  03:00:00,13.793578878835858,-466.8751407591267,-474.45303637690256,13.987465671562475,-2134.694333397041,-2145.589786408298,59.95934584898485,0.0,0.0,0.0,0.0,59.208835788527594,0.0,0.0,0.0,0.0 
 01/27  04:00:00,13.625397405961847,-411.3105962598938,-417.77654104298057,13.811056464531708,-1986.3323874979992,-2009.1178359935582,60.6189268631212,0.0,0.0,0.0,0.0,59.89121734264464,0.0,0.0,0.0,0.0 
 01/27  05:00:00,13.475288037177576,-378.7206523477844,-380.5300260829149,13.648884105401878,-1825.8626621087951,-1842.9144304031759,61.214537721543685,0.0,0.0,0.0,0.0,60.52631038007056,0.0,0.0,0.0,0.0 
 01/27  06:00:00,13.328774910832502,-385.03621351005086,-385.4998723103126,13.496250735341992,-1769.4197313215675,-1773.6155457757216,61.80226774131903,0.0,0.0,0.0,0.0,61.13098277607771,0.0,0.0,0.0,0.0 
 01/27  07:00:00,13.192772533570784,-316.95285331778814,-327.2566158681224,13.35093305972703,-1612.6479175602485,-1641.5786515094705,62.35340281726747,0.0,0.0,0.0,0.0,61.712943027257545,0.0,0.0,0.0,0.0 
 01/27  08:00:00,13.075771961798493,-305.8242558116708,-304.32419170493836,13.220737583770687,-1470.0402105198732,-1480.2442516653766,62.83200864910503,0.0,0.0,0.0,0.0,62.239622696156516,0.0,0.0,0.0,0.0 
 01/27  09:00:00,12.97210024303785,-203.41991741301626,-226.9306936492601,13.102977832069465,-1236.8802359177503,-1287.497168337877,63.25945540263774,0.0,0.0,0.0,0.0,62.72032162484603,0.0,0.0,0.0,0.0 
 01/27  10:00:00,12.938730402542983,45.14558177231629,9.223893854645404,13.024127167861012,-540.5468474904906,-651.3436644687582,63.39769258094486,0.0,0.0,0.0,0.0,63.04444603510096,0.0,0.0,0.0,0.0 
 01/27  11:00:00,13.017168201204631,370.7812826712652,328.8435737059556,13.022684892901253,559.7786014921526,406.8512049905146,63.07336531305568,0.0,0.0,0.0,0.0,63.050395677245064,0.0,0.0,0.0,0.0 
 01/27  12:00:00,13.21673591719067,664.6091369902522,629.9697302523277,13.12225026275265,1777.9304971069187,1627.267912110232,62.256464281372075,0.0,0.0,0.0,0.0,62.64149647119557,0.0,0.0,0.0,0.0 
 01/27  13:00:00,13.522535190454542,918.7339550552829,891.7784144050589,13.32329758974057,2920.9581683719,2786.8690536960944,61.02752705179551,0.0,0.0,0.0,0.0,61.824824992151726,0.0,0.0,0.0,0.0 
 01/27  14:00:00,13.895393625779953,990.9682990077833,992.4934381053156,13.607552916370901,3656.919244853527,3595.1818423621685,59.565152676682175,0.0,0.0,0.0,0.0,60.69021523459211,0.0,0.0,0.0,0.0 
 01/27  15:00:00,14.263433415899803,913.4406281064405,926.1133879078805,13.929563248469767,3815.5593229328165,3818.534265789135,58.159643355735454,0.0,0.0,0.0,0.0,59.43266444493095,0.0,0.0,0.0,0.0 
 01/27  16:00:00,14.596164997983841,810.3629889914465,826.1411584337234,14.250003057113892,3653.15845903657,3684.8097663488843,56.92086632903585,0.0,0.0,0.0,0.0,58.20999243752691,0.0,0.0,0.0,0.0 
 01/27  17:00:00,14.864579197261769,553.3456490999595,595.0947435641598,14.541856622726858,3090.21270955448,3188.033802111576,55.942774153968834,0.0,0.0,0.0,0.0,57.12069235293649,0.0,0.0,0.0,0.0 
 01/27  18:00:00,15.007130490740106,179.46332922630063,227.86046473150748,14.76317917617103,2012.791306349107,2168.769333789385,55.430861164172235,0.0,0.0,0.0,0.0,56.30967392396066,0.0,0.0,0.0,0.0 
 01/27  19:00:00,15.006134929805654,-175.41391274538762,-134.30718310022638,14.878655286564534,664.5393473490618,838.3061561168969,55.434413033810785,0.0,0.0,0.0,0.0,55.89159827252549,0.0,0.0,0.0,0.0 
 01/27  20:00:00,14.89127786397258,-379.5570202158874,-367.85875837298954,14.880823980411954,-542.5393315131969,-416.8732420196985,55.84632803866236,0.0,0.0,0.0,0.0,55.88377371402655,0.0,0.0,0.0,0.0 
 01/27  21:00:00,14.745726208855888,-350.78511401891365,-361.48250778746836,14.805479589190213,-1101.5227742177024,-1067.6953761822547,56.373005217810366,0.0,0.0,0.0,0.0,56.15600635526262,0.0,0.0,0.0,0.0 
 01/27  22:00:00,14.624027224409028,-287.8903623755434,-293.39457591378664,14.705964854706139,-1179.921319248552,-1182.1487964116332,56.817616716881574,0.0,0.0,0.0,0.0,56.51777453177792,0.0,0.0,0.0,0.0 
 01/27  23:00:00,14.515885159503473,-286.5522004076265,-282.8882541329273,14.605074113981466,-1189.5675236795587,-1184.0686045004118,57.21605842997951,0.0,0.0,0.0,0.0,56.88720378683867,0.0,0.0,0.0,0.0 
 01/27  24:00:00,14.395801985556702,-337.81615314020337,-332.4014734103848,14.498329045639478,-1323.4043872346358,-1302.719704097623,57.66222697993514,0.0,0.0,0.0,0.0,57.28104673418238,0.0,0.0,0.0,0.0 
 01/28  01:00:00,14.268746632392714,-311.8116138210962,-318.07958226792874,14.381951059200784,-1367.736695267949,-1372.4959744031135,58.14561569703484,0.0,0.0,0.0,0.0,57.72099485949836,0.0,0.0,0.0,0.0 
 01/28  02:00:00,14.150781685040455,-309.7905520611894,-308.1221893232581,14.265992308399397,-1354.5711291686068,-1353.6664219325426,58.59612674409184,0.0,0.0,0.0,0.0,58.160259679483474,0.0,0.0,0.0,0.0 
 01/28  03:00:00,14.036041010286677,-275.3756865605892,-283.8543382436737,14.15157830135434,-1301.421939245974,-1316.549531185363,59.03381953872638,0.0,0.0,0.0,0.0,58.59308118597019,0.0,0.0,0.0,0.0 
 01/28  04:00:00,13.946896538689087,-190.1583684689556,-199.72457780611234,14.049338290298468,-1072.731137653072,-1107.0198377648946,59.37636079929987,0.0,0.0,0.0,0.0,58.98287260697456,0.0,0.0,0.0,0.0 
 01/28  05:00:00,13.87714324364627,-190.38277987191282,-185.29258890761858,13.96571930235749,-924.2467330006889,-930.4650947752586,59.64599832796689,0.0,0.0,0.0,0.0,59.30384425198924,0.0,0.0,0.0,0.0 
 01/28  06:00:00,13.796173599704527,-231.62099638750897,-226.86436958651703,13.885811123732996,-970.502690734123,-958.8870869806573,59.96074484809908,0.0,0.0,0.0,0.0,59.612433864530395,0.0,0.0,0.0,0.0 
 01/28  07:00:00,13.701633182368576,-258.7250914634901,-256.2268545342962,13.798875634814252,-1069.1121066569485,-1057.0019079758029,60.330589594011656,0.0,0.0,0.0,0.0,59.95021661078123,0.0,0.0,0.0,0.0 
 01/28  08:00:00,13.60025916917604,-263.1977977772658,-265.2327627092496,13.7043313587541,-1136.0279306406665,-1132.4931270641132,60.72999422792304,0.0,0.0,0.0,0.0,60.31999504231514,0.0,0.0,0.0,0.0 
 01/28  09:00:00,13.51767333378601,-133.81446009704678,-161.1017920948133,13.613206251797536,-920.4856180671484,-975.0612078453831,61.05747783841196,0.0,0.0,0.0,0.0,60.678774993546256,0.0,0.0,0.0,0.0 
 01/28  10:00:00,13.531323051652059,260.45138289906095,193.31199151828122,13.568654094395914,36.16784428940673,-136.00931653880554,61.00328361116195,0.0,0.0,0.0,0.0,60.855005226427835,0.0,0.0,0.0,0.0 
 01/28  11:00:00,13.749803692998624,893.2620595005292,811.3945241290542,13.647981125097889,1950.5760881055382,1675.2218398475852,60.14304524752968,0.0,0.0,0.0,0.0,60.54180588984975,0.0,0.0,0.0,0.0 
 01/28  12:00:00,14.175627951355125,1215.477563552945,1211.5826028438646,13.89802207113826,3743.3348758604307,3580.153997901372,58.5040540160298,0.0,0.0,0.0,0.0,59.566226263102024,0.0,0.0,0.0,0.0 
 01/28  13:00:00,14.664544146785756,1441.61164728154,1372.164760938113,14.259544232881554,4765.836081492227,4614.397766100356,56.68328674002173,0.0,0.0,0.0,0.0,58.186175669689774,0.0,0.0,0.0,0.0 
 01/28  14:00:00,15.293575689173412,1654.8418350516447,1687.828359780664,14.715516559130078,5690.318563600338,5651.584915176463,54.43358218158113,0.0,0.0,0.0,0.0,56.49640395589476,0.0,0.0,0.0,0.0 
 01/28  15:00:00,15.866215259138412,1396.725710425089,1395.373383079059,15.186423112772605,5268.784673071176,5321.241013646823,52.47018144090517,0.0,0.0,0.0,0.0,54.80770106869454,0.0,0.0,0.0,0.0 
 01/28  16:00:00,16.404997204431343,1339.4353646742268,1363.0736406094688,15.640419343703776,5395.670997086088,5358.673151512394,50.69610505929687,0.0,0.0,0.0,0.0,53.233532814849426,0.0,0.0,0.0,0.0 
 01/28  17:00:00,16.871015806736967,1018.3597231470224,1076.5803819718697,16.09681442469542,5051.061697075822,5153.840394161488,49.21502990316578,0.0,0.0,0.0,0.0,51.70167283373712,0.0,0.0,0.0,0.0 
 01/28  18:00:00,17.160614608021675,483.04254941278225,545.2160271761057,16.478574042801654,3740.1096407310674,3925.6705466149897,48.31866831658162,0.0,0.0,0.0,0.0,50.45767682240829,0.0,0.0,0.0,0.0 
 01/28  19:00:00,17.263928544922777,32.409792713180025,97.43003391928822,16.737894227625066,2300.5468419328768,2473.2501208764556,48.003425349343146,0.0,0.0,0.0,0.0,49.63177601731091,0.0,0.0,0.0,0.0 
 01/28  20:00:00,17.159672301018755,-540.9082666205944,-482.9426461763969,16.87725506532749,866.6006087077723,1070.7338255004302,48.32164074487912,0.0,0.0,0.0,0.0,49.194222195047146,0.0,0.0,0.0,0.0 
 01/28  21:00:00,16.90098278011559,-739.6305312844315,-730.6141533791164,16.87488413611753,-881.7032267322368,-680.8382208258206,49.120872533877474,0.0,0.0,0.0,0.0,49.20162629408436,0.0,0.0,0.0,0.0 
 01/28  22:00:00,16.60538971123121,-771.5631787361469,-771.9157991944559,16.742883627243355,-2075.572216649797,-1960.4730560944695,50.052026081202946,0.0,0.0,0.0,0.0,49.61598531116011,0.0,0.0,0.0,0.0 
 01/28  23:00:00,16.314074105708023,-719.0072232850814,-730.2877563735157,16.53545902095967,-2640.6781885157716,-2601.9015178588393,50.98897022365465,0.0,0.0,0.0,0.0,50.27485448966217,0.0,0.0,0.0,0.0 
 01/28  24:00:00,16.056291715201965,-613.5475607452478,-626.3962886127304,16.303018529598116,-2697.156901541106,-2709.3070484169093,51.83440232152519,0.0,0.0,0.0,0.0,51.02470236022435,0.0,0.0,0.0,0.0 
 01/29  01:00:00,15.830224826972048,-566.7869517721609,-569.9239059097818,16.07531783997093,-2596.0701866717686,-2609.4285079532397,52.58241416913608,0.0,0.0,0.0,0.0,51.76502567873092,0.0,0.0,0.0,0.0 
 01/29  02:00:00,15.620504813548699,-513.2727363068619,-521.9685878962168,15.857900501129414,-2448.438091546472,-2472.571185427331,53.28936192033426,0.0,0.0,0.0,0.0,52.48550096816834,0.0,0.0,0.0,0.0 
 01/29  03:00:00,15.433055837444309,-467.62430444602467,-469.92273027701293,15.656115107083046,-2257.9796270304028,-2279.0442550029884,53.933831303678545,0.0,0.0,0.0,0.0,53.167878801541804,0.0,0.0,0.0,0.0 
 01/29  04:00:00,15.247557127362718,-498.5664089154909,-494.5653494027853,15.464899267869969,-2226.5495055586653,-2223.1363856865455,54.58033529840682,0.0,0.0,0.0,0.0,53.82376550676175,0.0,0.0,0.0,0.0 
 01/29  05:00:00,15.064209380318974,-435.31116749480793,-448.0802704875336,15.276911042697563,-2118.819380688021,-2145.2611177624294,55.227757478371245,0.0,0.0,0.0,0.0,54.477420488284906,0.0,0.0,0.0,0.0 
 01/29  06:00:00,14.90636052460175,-398.61189859022215,-398.714366473424,15.103692639353774,-1937.4927118984465,-1955.0150307426616,55.79207936659893,0.0,0.0,0.0,0.0,55.08758713021797,0.0,0.0,0.0,0.0 
 01/29  07:00:00,14.752705922113865,-398.6734653326439,-399.3901786219731,14.941557076393082,-1859.31689690005,-1866.5321041745947,56.347674214977744,0.0,0.0,0.0,0.0,55.66569956578582,0.0,0.0,0.0,0.0 
 01/29  08:00:00,14.603872245968043,-366.59179391411044,-373.4830834738679,14.78574731780684,-1766.8953731904387,-1783.8473124576017,56.89172211836798,0.0,0.0,0.0,0.0,56.22767268890594,0.0,0.0,0.0,0.0 
 01/29  09:00:00,14.483569085201163,-239.74441289050856,-261.4714369170589,14.645410342158286,-1460.3491459246645,-1516.0572108273432,57.33569637800392,0.0,0.0,0.0,0.0,56.73923811097744,0.0,0.0,0.0,0.0 
 01/29  10:00:00,14.425056551638361,-57.39208241924098,-82.8780236981525,14.54354198290616,-883.7323270988657,-967.9963873904119,57.55301260476869,0.0,0.0,0.0,0.0,57.113796431132954,0.0,0.0,0.0,0.0 
 01/29  11:00:00,14.455551896433542,236.53738928215034,193.68249139249141,14.504068833665446,28.405556432647018,-107.03705409854639,57.43967535890236,0.0,0.0,0.0,0.0,57.25965949817068,0.0,0.0,0.0,0.0 
 01/29  12:00:00,14.610257729312567,555.2292879060096,520.4016926584686,14.556598270449259,1212.3582885921437,1062.943908688676,56.868530206045,0.0,0.0,0.0,0.0,57.065674875257564,0.0,0.0,0.0,0.0 
 01/29  13:00:00,14.858548945801209,704.94343792664,695.1742355418813,14.703569585372794,2151.05265667034,2057.40024578668,55.96481411731586,0.0,0.0,0.0,0.0,56.5267603390414,0.0,0.0,0.0,0.0 
 01/29  14:00:00,15.139389070533163,739.5195945493394,739.2939537383738,14.9121552684488,2659.2389591669694,2615.0385112826234,54.96174769102345,0.0,0.0,0.0,0.0,55.7715371034425,0.0,0.0,0.0,0.0 
 01/29  15:00:00,15.41466787765868,667.344797810257,683.0807212127154,15.14766877619217,2771.6032736124544,2778.8737693530825,53.99786407882543,0.0,0.0,0.0,0.0,54.93223356220075,0.0,0.0,0.0,0.0 
 01/29  16:00:00,15.636549232397087,466.4756695917521,496.08843211075805,15.374064215073851,2440.3144060437817,2502.941303955965,53.23453206381578,0.0,0.0,0.0,0.0,54.138593663938664,0.0,0.0,0.0,0.0 
 01/29  17:00:00,15.77199616805727,237.23039475707776,264.9851867078117,15.557205985440838,1795.669264195549,1885.88119130689,52.7744828958818,0.0,0.0,0.0,0.0,53.505892193878566,0.0,0.0,0.0,0.0 
 01/29  18:00:00,15.821781500529642,18.008108307198995,46.6774664093049,15.678480907720614,1010.2689385151978,1114.979936440917,52.60651333653388,0.0,0.0,0.0,0.0,53.09146355278231,0.0,0.0,0.0,0.0 
 01/29  19:00:00,15.777104249557622,-253.8559029406823,-219.38677344111144,15.724760781543058,34.168665622245726,166.0153698416895,52.75724229092155,0.0,0.0,0.0,0.0,52.93425025546463,0.0,0.0,0.0,0.0 
 01/29  20:00:00,15.646118801138474,-386.25492859075723,-381.82921718917606,15.68725418151632,-843.951363056782,-756.3849982047956,53.20180158676187,0.0,0.0,0.0,0.0,53.06161251150466,0.0,0.0,0.0,0.0 
 01/29  21:00:00,15.494165807519387,-394.42205233932725,-395.1011291179593,15.59252729965927,-1304.1471561765138,-1264.5859444098191,53.72266275459962,0.0,0.0,0.0,0.0,53.38475415635439,0.0,0.0,0.0,0.0 
 01/29  22:00:00,15.345877735949667,-369.2310954994696,-373.9407737085821,15.471492380201394,-1476.7478825344344,-1467.5102987790508,54.23644952693509,0.0,0.0,0.0,0.0,53.800801979362575,0.0,0.0,0.0,0.0 
 01/29  23:00:00,15.209900890124997,-339.7832118118961,-342.0722187788758,15.343831866469003,-1485.895019763519,-1488.5890385614864,54.712424602374725,0.0,0.0,0.0,0.0,54.2435373438043,0.0,0.0,0.0,0.0 
 01/29  24:00:00,15.078988888296871,-338.0190565097125,-339.49533167302167,15.21637012209656,-1487.110820722351,-1487.997330289741,55.175133557864186,0.0,0.0,0.0,0.0,54.68966444939951,0.0,0.0,0.0,0.0 
 01/30  01:00:00,14.961796728632947,-260.04776529637,-272.2724237597318,15.093644346612614,-1341.35900634652,-1370.5655363094293,55.579335422160185,0.0,0.0,0.0,0.0,55.109522788649855,0.0,0.0,0.0,0.0 
